EntryID,Z-number,Anglealpha,Anglebeta,Anglegamma,a,b,c,ExperimentalMethod,DepositionDate,ReleaseDate,PDBID,TotalNumberofNon-polymerInstances,MolecularWeightperDepositedModel,NumberofDistinctNon-polymerEntities,RefinementResolution,EntryPolymerTypes,StructureDeterminationMethodology,AverageBFactor,RFree,RWork,RAll,RObserved,HighResolutionLimit,StuctureKeywords,SpaceGroup,NumberofDistinctFreeLigands,TotalNumberofFreeLigands,NumberofDistinctLigands,TotalNumberofLigands
7D5M,8,90,90,90,54.25,107.997,156.759,X-RAY DIFFRACTION,2020-09-27,2021-09-29,7D5M,1,44.8,1,1.75,Protein (only),experimental,15.538,0.1933,0.1789,0.18,NA,1.75,OXIDOREDUCTASE,I 2 2 2,1,1,1,1
7D5N,8,90,90,90,99.81,151.53,48.12,X-RAY DIFFRACTION,2020-09-27,2021-09-29,7D5N,3,90.43,2,1.8,Protein (only),experimental,22.52,0.1969,0.1794,0.18,NA,1.8,OXIDOREDUCTASE,P 21 21 2,2,3,2,3
7D5U,4,90,90,90,62.926,74.339,108.389,X-RAY DIFFRACTION,2020-09-28,2021-03-31,7D5U,1,54.67,1,2.04,Protein (only),experimental,68.533,0.2538,0.2072,NA,0.2097,2.04,HYDROLASE/IMMUNE SYSTEM,P 21 21 21,1,1,1,1
7D5V,18,90,90,120,115.481,115.481,330.949,X-RAY DIFFRACTION,2020-09-28,2021-06-02,7D5V,33,151.88,2,2.102,Protein (only),experimental,53.4335,0.2275,0.2116,NA,0.2124,2.102,HYDROLASE,H 3,2,33,2,33
7D5W,8,90,90,90,181.435,203.092,177.794,X-RAY DIFFRACTION,2020-09-28,2021-07-21,7D5W,157,450.21,16,1.84,Protein (only),experimental,NA,0.184,0.154,NA,0.1555,1.84,OXIDOREDUCTASE,P 21 21 21,10,141,10,141
7D5X,8,90,90,90,181.767,203.304,177.566,X-RAY DIFFRACTION,2020-09-28,2021-07-21,7D5X,157,449.86,16,1.74,Protein (only),experimental,NA,0.1836,0.1559,NA,0.1573,1.74,OXIDOREDUCTASE,P 21 21 21,10,141,10,141
7D5Y,24,90,90,90,125.307,125.307,125.307,X-RAY DIFFRACTION,2020-09-28,2021-05-12,7D5Y,2,23.23,1,2.2,Protein (only),experimental,NA,0.217,0.185,NA,0.188,2.2,TOXIN,P 41 3 2,1,2,1,2
7D62,8,90,90,90,68.367,148.83,58.845,X-RAY DIFFRACTION,2020-09-28,2020-10-28,7D62,4,74.32,2,1.9,Protein (only),experimental,NA,0.2389,0.1959,NA,0.1979,1.9,SIGNALING PROTEIN,P 21 21 2,1,2,1,2
7D66,96,90,90,90,184.601,184.601,184.338,X-RAY DIFFRACTION,2020-09-29,2022-02-09,7D66,16,175.08,1,2.126,Protein (only),experimental,31.448,0.2475,0.1922,0.195,NA,2.126,HYDROLASE,P 41 21 2,1,16,1,16
7D6A,8,90,90,90,52.134,83.759,207.649,X-RAY DIFFRACTION,2020-09-29,2021-01-13,7D6A,16,112.32,3,1.7,Protein (only),experimental,18.725,0.1752,0.1501,NA,0.1514,1.7,HYDROLASE,P 21 21 21,2,15,2,15
7D6B,8,90,90,90,52.109,83.831,207.448,X-RAY DIFFRACTION,2020-09-29,2021-01-13,7D6B,19,112.56,3,2.1,Protein (only),experimental,19.825,0.1771,0.1451,NA,0.1467,2.1,HYDROLASE,P 21 21 21,2,18,2,18
7D6H,6,90,90,120,82.801,82.801,134.408,X-RAY DIFFRACTION,2020-09-30,2020-11-04,7D6H,2,36.27,2,1.6,Protein (only),experimental,30.3889,0.1734,0.1618,NA,0.1624,1.6,HYDROLASE,P 32 2 1,1,1,1,1
7D6M,2,79.66,82.78,77.07,35.027,49.468,85.274,X-RAY DIFFRACTION,2020-10-01,2020-12-23,7D6M,2,61.36,1,1.894,Protein (only),experimental,28.9785,0.2706,0.2225,NA,0.2248,1.894,TRANSFERASE,P 1,1,2,1,2
7D6Q,30,90,90,120,146.695,146.695,60.875,X-RAY DIFFRACTION,2020-10-01,2021-04-14,7D6Q,4,73.16,1,1.8,Protein (only),experimental,16.98,0.1903,0.1627,NA,0.1641,1.8,TOXIN,P 61,1,4,1,4
7D6R,30,90,90,120,146.489,146.489,60.162,X-RAY DIFFRACTION,2020-10-01,2021-04-14,7D6R,4,74.41,1,1.6,Protein (only),experimental,21.22,0.1973,0.1745,NA,0.1756,1.6,TOXIN,P 61,1,4,1,4
7D6Y,4,90,93.192,90,198.848,45.324,39.763,X-RAY DIFFRACTION,2020-10-02,2021-10-06,7D6Y,2,43.02,2,1.668,Protein (only),experimental,12.212,0.2064,0.1815,0.183,NA,1.668,RNA BINDING PROTEIN,C 1 2 1,2,2,2,2
7D78,8,90,93.187,90,178.707,47.569,71.695,X-RAY DIFFRACTION,2020-10-03,2021-01-27,7D78,7,70.78,4,1.96543121965,Protein (only),experimental,26.0832504375,0.183022100251,0.145829863781,NA,0.147737692284,1.96543121965,HYDROLASE,C 1 2 1,3,6,3,6
7D79,4,84.846,78.552,84.008,47.263,59.011,113.99,X-RAY DIFFRACTION,2020-10-03,2021-01-27,7D79,15,141.84,6,2.10411425302,Protein (only),experimental,28.1019481266,0.226936694139,0.182374770165,NA,0.184609801223,2.10411425302,HYDROLASE,P 1,5,14,5,14
7D7K,24,90,90,120,115.999,115.999,254.193,X-RAY DIFFRACTION,2020-10-04,2021-04-21,7D7K,22,72.35,4,1.9,Protein (only),experimental,47.8296,0.2074,0.1828,NA,0.1835,1.9,VIRAL PROTEIN,P 65 2 2,3,20,3,20
7D7L,24,90,90,120,117.56,117.56,257.3,X-RAY DIFFRACTION,2020-10-04,2021-04-21,7D7L,20,73.92,5,2.11,Protein (only),experimental,52.4269,0.2183,0.1833,NA,0.1845,2.11,VIRAL PROTEIN,P 65 2 2,4,18,4,18
7D7O,16,90,90,90,116.708,116.708,147.794,X-RAY DIFFRACTION,2020-10-05,2021-08-18,7D7O,11,83.98,3,1.98,Protein (only),experimental,40.012,0.2623,0.2122,NA,0.2147,1.98,BIOSYNTHETIC PROTEIN,P 43 21 2,3,11,3,11
7D7P,4,90,110.82,90,117.2,67.54,56.89,X-RAY DIFFRACTION,2020-10-05,2020-11-18,7D7P,7,42.82,5,2.1,Protein (only),experimental,NA,0.2399,0.1882,NA,0.1907,2.1,MEMBRANE PROTEIN,C 1 2 1,3,5,3,5
7D7U,3,105.83,96.46,87.56,47.17,65.77,40.79,X-RAY DIFFRACTION,2020-10-06,2020-11-25,7D7U,3,47.67,1,2,Protein (only),experimental,29.892,0.247,0.2043,NA,0.2067,2,RNA BINDING PROTEIN,P 1,1,3,1,3
7D86,2,90,98.95,90,42.193,41.907,52.878,X-RAY DIFFRACTION,2020-10-07,2021-07-28,7D86,7,23.76,3,1.84,Protein (only),experimental,45.6136,0.2246,0.1744,NA,0.1793,1.84,GENE REGULATION,P 1 21 1,1,1,1,1
7D8E,12,90,97.64,90,86.181,149.303,94.539,X-RAY DIFFRACTION,2020-10-08,2021-12-08,7D8E,22,114.82,4,2,Protein (only),experimental,18.19,0.2519,0.2087,NA,0.2109,2,TRANSFERASE,C 1 2 1,3,19,3,19
7D8G,2,90,109.16,90,48.906,36.056,56.309,X-RAY DIFFRACTION,2020-10-08,2021-03-17,7D8G,5,22.16,3,1.5,Protein (only),experimental,14.504,0.1887,0.1654,NA,0.1664,1.5,CYTOSOLIC PROTEIN,P 1 21 1,2,3,2,3
7D8I,2,90,108.52,90,49.298,36.478,56.074,X-RAY DIFFRACTION,2020-10-08,2021-03-17,7D8I,3,22.34,2,1.62,Protein (only),experimental,21.087,0.1963,0.1773,NA,0.1783,1.62,CYTOSOLIC PROTEIN,P 1 21 1,1,1,1,1
7D8L,2,90,111.71,90,48.968,35.907,59.46,X-RAY DIFFRACTION,2020-10-08,2021-03-17,7D8L,4,22.41,3,1.55,Protein (only),experimental,17.48,0.2527,0.2166,NA,0.2184,1.55,CYTOSOLIC PROTEIN,P 1 21 1,2,2,2,2
7D8M,6,90,90,120,118.959,118.959,65.347,X-RAY DIFFRACTION,2020-10-08,2021-08-18,7D8M,2,50.69,2,2,Protein (only),experimental,32.5222,0.2087,0.1689,NA,0.1709,2,OXIDOREDUCTASE,P 65,1,1,1,1
7D8P,8,90,90,90,71.466,83.533,112.077,X-RAY DIFFRACTION,2020-10-08,2021-02-24,7D8P,1,62.84,1,2,Protein (only),experimental,48.4658,0.2287,0.2009,NA,0.2022,2,PROTEIN BINDING,P 21 21 21,1,1,1,1
7D8Q,2,90,111.46,90,48.659,36.124,58.924,X-RAY DIFFRACTION,2020-10-09,2021-03-17,7D8Q,3,22.24,2,1.5,Protein (only),experimental,16.503,0.186,0.1639,NA,0.165,1.5,CYTOSOLIC PROTEIN,P 1 21 1,1,1,1,1
7D9B,8,90,90,90,116.503,116.503,106.638,X-RAY DIFFRACTION,2020-10-12,2021-08-11,7D9B,9,69.3,4,1.58,Protein (only),experimental,25.81,0.1763,0.1454,NA,0.1469,1.58,HYDROLASE,P 41 2 2,3,8,3,8
7D9E,2,90,102.596,90,49.17,99.16,53.99,X-RAY DIFFRACTION,2020-10-13,2021-06-23,7D9E,3,61.47,2,1.5,Protein (only),experimental,26.29,0.1567,0.1419,NA,0.1426,1.5,TRANSFERASE,P 1 21 1,1,2,1,2
7D9F,4,90,98.326,90,69.197,85.586,99.624,X-RAY DIFFRACTION,2020-10-13,2021-11-17,7D9F,10,142.76,4,1.85,Protein (only),experimental,21.73,0.1903,0.1503,NA,0.1511,1.85,OXIDOREDUCTASE,P 1 21 1,3,8,3,8
7D9I,4,90,98.353,90,69.273,85.762,100.04,X-RAY DIFFRACTION,2020-10-13,2021-11-17,7D9I,4,140.62,2,2.1,Protein (only),experimental,26.64,0.2135,0.1562,NA,0.1591,2.1,OXIDOREDUCTASE,P 1 21 1,1,2,1,2
7D9J,4,90,98.463,90,69.051,85.501,101.109,X-RAY DIFFRACTION,2020-10-13,2021-11-17,7D9J,5,140.62,3,2.19,Protein (only),experimental,29.73,0.203,0.1466,NA,0.1494,2.19,OXIDOREDUCTASE,P 1 21 1,2,3,2,3
7D9L,4,90,90,90,46.095,106.758,42.13,X-RAY DIFFRACTION,2020-10-13,2021-10-27,7D9L,6,25.02,5,1.61,Protein (only),experimental,13.839,0.1823,0.1303,NA,0.1329,1.61,OXIDOREDUCTASE,P 21 21 2,4,4,4,4
7D9W,2,91.59,100.314,108.058,43.516,53.846,107.549,X-RAY DIFFRACTION,2020-10-14,2021-06-23,7D9W,4,122.71,2,1.9,Protein (only),experimental,33.58,0.1822,0.1561,NA,0.1569,1.9,TRANSFERASE,P 1,1,2,1,2
7D9X,8,90,90,90,49.624,117.189,187.589,X-RAY DIFFRACTION,2020-10-14,2021-06-23,7D9X,9,122.82,3,1.74,Protein (only),experimental,32.12,0.187,0.1669,NA,0.1673,1.74,TRANSFERASE,P 21 21 21,3,9,3,9
7DAX,8,90,90,90,58.696,75.069,108.253,X-RAY DIFFRACTION,2020-10-18,2021-02-10,7DAX,6,56.32,3,1.70000976227,Protein (only),experimental,21.43528988,0.199069133595,0.167536896626,NA,0.169107160218,1.70000976227,TRANSFERASE,P 21 21 21,3,6,3,6
7DAZ,8,90,90,90,58.333,75.959,111.147,X-RAY DIFFRACTION,2020-10-18,2021-02-10,7DAZ,6,56.63,2,1.64,Protein (only),experimental,NA,0.2218,0.1919,NA,0.1934,1.64,TRANSFERASE,P 21 21 21,2,6,2,6
7DB0,8,90,90,90,57.253,74.747,109.952,X-RAY DIFFRACTION,2020-10-18,2021-02-10,7DB0,14,56.31,2,1.66,Protein (only),experimental,18.22,0.201,0.1721,NA,0.1736,1.66,TRANSFERASE,P 21 21 21,2,14,2,14
7DB1,8,90,90,90,58.228,75.178,106.646,X-RAY DIFFRACTION,2020-10-18,2021-02-10,7DB1,7,56.22,3,1.83,Protein (only),experimental,25.5,0.2109,0.1738,NA,0.1757,1.83,TRANSFERASE,P 21 21 21,1,3,1,3
7DB3,8,90,90,90,58.11,75.23,108.51,X-RAY DIFFRACTION,2020-10-18,2021-02-10,7DB3,5,56.56,3,1.7,Protein (only),experimental,33.47,0.2291,0.1949,NA,0.1966,1.7,TRANSFERASE,P 21 21 21,1,1,1,1
7DB5,6,90,90,120,163.916,163.916,58.712,X-RAY DIFFRACTION,2020-10-19,2021-03-24,7DB5,4,72.18,2,1.9,Protein (only),experimental,23.593,0.2033,0.1707,NA,0.1723,1.9,HYDROLASE,P 63,2,4,2,4
7DBE,8,90,100.111,90,62.267,141.074,90.755,X-RAY DIFFRACTION,2020-10-20,2021-09-01,7DBE,8,151.98,2,1.9,Protein (only),experimental,26.39,0.2013,0.1601,NA,0.1622,1.9,TRANSFERASE,P 1 21 1,1,4,1,4
7DBG,8,90,90,90,105.9,105.9,304.29,X-RAY DIFFRACTION,2020-10-20,2021-09-29,7DBG,19,157.47,6,2.06,Protein (only),experimental,47.923,0.2284,0.2009,NA,0.2023,2.06,TRANSPORT PROTEIN,P 43 21 2,5,18,5,18
7DBJ,8,90,109.264,90,59.389,137.577,84.909,X-RAY DIFFRACTION,2020-10-20,2021-10-20,7DBJ,17,150.4,4,1.551,Protein (only),experimental,23.8,0.1917,0.1697,0.171,NA,1.551,OXIDOREDUCTASE,P 1 21 1,4,17,4,17
7DBK,32,90,120.76,90,232.477,84.173,156.21,X-RAY DIFFRACTION,2020-10-20,2021-10-20,7DBK,30,299.74,2,1.802,Protein (only),experimental,29.333,0.2034,0.1702,0.172,NA,1.802,OXIDOREDUCTASE,C 1 2 1,2,30,2,30
7DBL,8,90,95.39,90,64.819,92.785,160.756,X-RAY DIFFRACTION,2020-10-20,2021-04-28,7DBL,4,198.07,1,1.84,Protein (only),experimental,25.45,0.2054,0.1791,NA,0.1804,1.84,HYDROLASE,P 1 21 1,1,4,1,4
7DBO,36,90,90,120,118.8,118.8,68.2,X-RAY DIFFRACTION,2020-10-21,2021-09-29,7DBO,9,21.88,1,1.9,Protein (only),experimental,38.0305,0.2642,0.2168,NA,0.2217,1.9,CHAPERONE,H 3 2,1,9,1,9
7DC0,8,90,90,90,44.129,44.151,134.818,X-RAY DIFFRACTION,2020-10-23,2021-04-28,7DC0,5,28.97,1,1.88,Protein (only),experimental,12.9118,0.2168,0.1786,NA,0.1806,1.88,SUGAR BINDING PROTEIN,P 21 21 21,1,5,1,5
7DC5,8,90,90,90,57.122,62.991,101.21,X-RAY DIFFRACTION,2020-10-23,2021-10-27,7DC5,6,44.63,1,1.54,Protein (only),experimental,9.79,0.2287,0.1946,NA,0.1963,1.54,ANTIFREEZE PROTEIN,P 21 21 21,1,6,1,6
7DC7,4,90,90,90,62.962,68.085,102.993,X-RAY DIFFRACTION,2020-10-23,2021-01-13,7DC7,1,47.57,1,1.77,Protein (only),experimental,26.0773,0.2199,0.1767,NA,0.1788,1.77,IMMUNE SYSTEM,P 21 21 21,1,1,1,1
7DC9,12,90,90,120,119.812,119.812,39.884,X-RAY DIFFRACTION,2020-10-23,2021-09-29,7DC9,4,35.74,2,1.7,Protein (only),experimental,32.06,0.1967,0.1616,NA,0.1635,1.7,HYDROLASE,P 61,1,2,1,2
7DCA,12,90,90,120,119.35,119.35,39.79,X-RAY DIFFRACTION,2020-10-23,2021-09-29,7DCA,4,35.75,2,2.1,Protein (only),experimental,21.01,0.2199,0.172,NA,0.1743,2.1,HYDROLASE,P 61,1,2,1,2
7DCB,12,90,90,120,117.98,117.98,37.736,X-RAY DIFFRACTION,2020-10-23,2021-10-27,7DCB,4,35.71,2,2,Protein (only),experimental,34.15,0.1975,0.1648,NA,0.1663,2,HYDROLASE,P 61,1,2,1,2
7DCF,4,90,92.66,90,55.852,72.73,63.629,X-RAY DIFFRACTION,2020-10-26,2021-02-10,7DCF,12,67.15,3,1.8,Protein (only),experimental,23.705,0.2457,0.1997,NA,0.202,1.8,TRANSFERASE,P 1 21 1,2,4,2,4
7DCN,2,90,92.19,90,42.916,36.827,48.67,X-RAY DIFFRACTION,2020-10-26,2021-11-03,7DCN,5,21.17,2,1.695,Protein (only),experimental,23.2953,0.2074,0.1678,NA,0.1716,1.695,TRANSFERASE,P 1 21 1,1,4,1,4
7DDC,4,90,100.861,90,112.294,54.675,44.79,X-RAY DIFFRACTION,2020-10-28,2021-11-10,7DDC,1,34.35,1,2.175,Protein (only),experimental,30.516,0.2338,0.1812,0.184,NA,2.175,VIRAL PROTEIN,C 1 2 1,1,1,1,1
7DDR,4,90,90,90,28.02,62.72,65.52,X-RAY DIFFRACTION,2020-10-29,2021-09-08,7DDR,2,17.84,2,1.5,Protein (only),experimental,17.46,0.2015,0.1644,NA,0.1662,1.5,OXYGEN STORAGE,P 21 21 21,1,1,1,1
7DDU,8,90,96.2,90,130.09,29.35,75.36,X-RAY DIFFRACTION,2020-10-29,2021-09-08,7DDU,18,37.91,2,1.9,Protein (only),experimental,24.85,0.2049,0.199,NA,0.1993,1.9,OXYGEN STORAGE,C 1 2 1,1,16,1,16
7DDV,24,90,90,90,111.829,111.829,111.829,X-RAY DIFFRACTION,2020-10-29,2021-11-10,7DDV,6,24.03,4,2.2,Protein (only),experimental,24.539,0.2048,0.1557,0.158,NA,2.2,LYASE/LYASE INHIBITOR,P 4 3 2,3,4,3,4
7DE1,8,90,90,90,45.214,101.438,59.526,X-RAY DIFFRACTION,2020-11-01,2021-01-27,7DE1,3,26.12,1,2,Protein (only),experimental,16.9664,0.2227,0.1713,NA,0.1765,2,VIRAL PROTEIN,P 21 21 2,1,3,1,3
7DE2,8,90,101.039,90,157.286,48.337,79.638,X-RAY DIFFRACTION,2020-11-01,2021-07-14,7DE2,5,68.77,3,1.9,Protein (only),experimental,25.47,0.193,0.1719,NA,0.1729,1.9,OXIDOREDUCTASE,C 1 2 1,2,3,2,3
7DEL,2,90,90.42,90,35.613,66.859,62.89,X-RAY DIFFRACTION,2020-11-04,2021-01-13,7DEL,2,33.56,2,2.15,Protein (only),experimental,23.301,0.25628,0.19195,NA,0.19519,2.15,HYDROLASE,P 1 21 1,1,1,1,1
7DEM,2,90,90.63,90,35.854,66.306,63.542,X-RAY DIFFRACTION,2020-11-04,2021-01-13,7DEM,2,33.56,2,1.9,Protein (only),experimental,21.396,0.238,0.19402,NA,0.19617,1.9,HYDROLASE,P 1 21 1,1,1,1,1
7DEN,2,90,90.75,90,36.15,66.31,63.52,X-RAY DIFFRACTION,2020-11-04,2021-01-13,7DEN,2,33.67,2,2.07,Protein (only),experimental,28.197,0.21542,0.16623,NA,0.16881,2.07,HYDROLASE,P 1 21 1,1,1,1,1
7DF6,8,90,90,90,36.14,58.14,130.06,X-RAY DIFFRACTION,2020-11-06,2021-06-23,7DF6,2,38.55,1,1.8,Protein (only),experimental,15.035,0.2553,0.19,NA,0.1933,1.8,CARBOHYDRATE,P 21 21 21,1,2,1,2
7DFT,56,90,90,90,132.548,132.548,187.4,X-RAY DIFFRACTION,2020-11-09,2021-05-19,7DFT,8,160.02,1,1.8,Protein (only),experimental,21.3653,0.2224,0.1865,NA,0.1883,1.8,HYDROLASE,P 42 21 2,1,8,1,8
7DFU,56,90,90,90,132.498,132.498,187.833,X-RAY DIFFRACTION,2020-11-09,2021-05-19,7DFU,15,165.94,3,1.901,Protein (only),experimental,20.6876,0.2434,0.2174,NA,0.2187,1.901,HYDROLASE,P 42 21 2,2,14,2,14
7DG0,8,90,90,90,41.057,68.683,113.353,X-RAY DIFFRACTION,2020-11-10,2021-11-17,7DG0,2,40.22,2,1.895,Protein (only),experimental,28.7619,0.2091,0.1731,NA,0.1749,1.895,IMMUNE SYSTEM,P 21 21 21,2,2,2,2
7DG2,4,90,90,90,53.486,66.161,168.367,X-RAY DIFFRACTION,2020-11-10,2021-05-26,7DG2,6,63.28,3,1.7,Protein (only),experimental,27.76,0.2177,0.1898,NA,0.1912,1.7,DNA BINDING PROTEIN,P 21 21 21,2,4,2,4
7DG7,2,90,106.42,90,32.078,29.787,42.155,X-RAY DIFFRACTION,2020-11-11,2021-09-29,7DG7,10,10.65,2,1.604,Protein (only),experimental,20.4052,0.2273,0.2065,NA,0.2086,1.604,CHAPERONE,P 1 21 1,1,2,1,2
7DGC,12,90,90,120,119.052,119.052,39.809,X-RAY DIFFRACTION,2020-11-11,2022-02-02,7DGC,5,35.8,3,2.1,Protein (only),experimental,36.91,0.2192,0.183,NA,0.1847,2.1,HYDROLASE,P 61,1,2,1,2
7DGJ,8,90,90,90,57.442,62.695,83.295,X-RAY DIFFRACTION,2020-11-12,2021-02-17,7DGJ,4,35.14,2,1.6,Protein (only),experimental,26.028,0.24472,0.20722,NA,0.20912,1.6,OXYGEN BINDING,P 21 21 21,1,2,1,2
7DGK,8,90,90,90,55.202,62.409,82.553,X-RAY DIFFRACTION,2020-11-12,2021-02-17,7DGK,8,35.38,3,1.75,Protein (only),experimental,34.766,0.25118,0.20565,NA,0.20791,1.75,OXYGEN BINDING,P 21 21 21,1,2,1,2
7DGL,8,90,90,90,56.819,63.276,83.267,X-RAY DIFFRACTION,2020-11-12,2021-02-17,7DGL,6,35.26,3,1.91,Protein (only),experimental,37.486,0.26226,0.20889,NA,0.21153,1.91,OXYGEN BINDING,P 21 21 21,1,2,1,2
7DGM,8,90,90,90,57.227,62.897,82.962,X-RAY DIFFRACTION,2020-11-12,2021-02-17,7DGM,4,35.14,2,1.62,Protein (only),experimental,27.407,0.22312,0.20159,NA,0.20266,1.62,OXYGEN BINDING,P 21 21 21,1,2,1,2
7DGO,8,90,90,90,52.738,63.141,79.466,X-RAY DIFFRACTION,2020-11-12,2021-02-17,7DGO,9,35.47,3,2,Protein (only),experimental,33.233,0.26504,0.21305,NA,0.21575,2,OXYGEN BINDING,P 21 21 21,1,2,1,2
7DH1,12,90,90,120,118.776,118.776,39.54,X-RAY DIFFRACTION,2020-11-12,2022-02-02,7DH1,4,35.75,2,1.85,Protein (only),experimental,33.02,0.1987,0.1633,NA,0.165,1.85,HYDROLASE,P 61,1,2,1,2
7DH7,16,90,103.07,90,153.391,77.871,73.063,X-RAY DIFFRACTION,2020-11-13,2021-06-09,7DH7,9,74.75,2,2.2,Protein (only),experimental,40.1452,0.2755,0.2194,NA,0.2221,2.2,METAL BINDING PROTEIN,C 1 2 1,1,5,1,5
7DH9,8,90,90,90,64.142,128.44,134.106,X-RAY DIFFRACTION,2020-11-13,2021-11-17,7DH9,1,38.07,1,2.194,Protein (only),experimental,37.0451,0.2176,0.1879,NA,0.19,2.194,CELL CYCLE,C 2 2 21,1,1,1,1
7DHD,8,90,90,90,47.315,48.741,117.316,X-RAY DIFFRACTION,2020-11-14,2021-01-20,7DHD,2,32.7,1,1.71,Protein (only),experimental,32.58,0.223,0.199,NA,0.2,1.71,HYDROLASE,P 21 21 21,1,2,1,2
7DHS,4,90,93.49,90,36.69,78.65,47.54,X-RAY DIFFRACTION,2020-11-17,2021-09-15,7DHS,2,34.27,1,1.76,Protein (only),experimental,19.742,0.2531,0.231,NA,0.2321,1.76,STRUCTURAL PROTEIN,P 1 21 1,1,2,1,2
7DHY,8,90,90.03,90,68.109,68.243,83.621,X-RAY DIFFRACTION,2020-11-18,2021-03-03,7DHY,16,91.44,4,2.15,Protein (only),experimental,37.004,0.219,0.1872,NA,0.1888,2.15,TRANSCRIPTION,P 1 21 1,2,8,2,8
7DHZ,4,90,93.22,90,41.551,68.768,66.784,X-RAY DIFFRACTION,2020-11-18,2021-03-03,7DHZ,7,45.43,3,1.74,Protein (only),experimental,20.432,0.2565,0.1971,NA,0.2001,1.74,TRANSCRIPTION,P 1 21 1,1,3,1,3
7DI0,12,90,90,90,30.254,77.875,108.907,X-RAY DIFFRACTION,2020-11-18,2021-09-29,7DI0,10,31.89,1,1.6,Protein (only),experimental,19.4221,0.2043,0.179,NA,0.1805,1.6,CHAPERONE,P 21 21 21,1,10,1,10
7DI1,4,90,90,90,31.238,85.302,32.604,X-RAY DIFFRACTION,2020-11-18,2021-09-29,7DI1,2,20.62,1,2.097,Protein (only),experimental,27.6884,0.2641,0.205,NA,0.2108,2.097,CHAPERONE,P 1 21 1,1,2,1,2
7DI7,4,90,90,90,93.94,106.61,127.81,X-RAY DIFFRACTION,2020-11-18,2021-12-01,7DI7,4,135.54,3,1.82,Protein (only),experimental,24.7,0.1984,0.176,NA,0.1771,1.82,PROTEIN BINDING/INHIBITOR,P 21 21 21,2,3,2,3
7DIA,4,90,90,90,93.46,105.74,126.35,X-RAY DIFFRACTION,2020-11-18,2021-12-01,7DIA,11,136.38,6,1.55,Protein (only),experimental,24.93,0.197,0.1742,NA,0.1753,1.55,PROTEIN BINDING/INHIBITOR,P 21 21 21,5,10,5,10
7DIH,8,90,95.2,90,59.771,35.823,138.084,X-RAY DIFFRACTION,2020-11-19,2021-01-20,7DIH,5,33.97,3,1.5,Protein (only),experimental,NA,0.2232,0.1993,NA,0.2004,1.5,OXYGEN BINDING,I 1 2 1,2,3,2,3
7DIJ,4,90,90,90,93.52,105.83,125.93,X-RAY DIFFRACTION,2020-11-19,2021-12-01,7DIJ,10,135.87,6,1.9,Protein (only),experimental,30.68,0.206,0.1851,NA,0.1862,1.9,PROTEIN BINDING/INHIBITOR,P 21 21 21,5,9,5,9
7DIK,6,90,90,120,48.224,48.224,82.989,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIK,6,13.31,3,1.55,Protein (only),experimental,21.0734,0.1727,0.1318,NA,0.1338,1.55,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIL,6,90,90,120,48.331,48.331,82.993,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIL,9,13.69,3,1.71,Protein (only),experimental,24.1054,0.1889,0.16,NA,0.1614,1.71,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIM,6,90,90,120,48.35,48.35,83.002,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIM,17,14.3,4,1.68,Protein (only),experimental,22.6901,0.1907,0.1566,NA,0.1582,1.68,OXIDOREDUCTASE,P 32 2 1,3,4,3,4
7DIN,6,90,90,120,47.932,47.932,82.809,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIN,5,12.94,3,1.799,Protein (only),experimental,24.9469,0.1835,0.1469,NA,0.1487,1.799,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIO,6,90,90,120,48.142,48.142,82.832,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIO,4,12.88,3,1.899,Protein (only),experimental,24.668,0.2045,0.1452,NA,0.1478,1.899,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIP,6,90,90,120,48.06,48.06,83.226,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIP,6,12.98,3,1.731,Protein (only),experimental,23.1487,0.179,0.1446,NA,0.1462,1.731,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIQ,6,90,90,120,48.466,48.466,82.417,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIQ,5,12.96,3,1.87,Protein (only),experimental,23.662,0.2011,0.1525,NA,0.1549,1.87,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIR,6,90,90,120,48.16,48.16,82.463,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIR,5,13.37,3,1.65,Protein (only),experimental,27.4174,0.1846,0.1533,NA,0.1549,1.65,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIS,6,90,90,120,48.492,48.492,82.69,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIS,4,13.15,3,1.901,Protein (only),experimental,31.1712,0.2052,0.1556,NA,0.1606,1.901,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
